beta_ldpred2_cc beta_lassosum_cc
-3.64737949243731e-05 0
3.74663641134627e-05 0
-9.92704984979328e-05 0
-0.00010049173326764 0
-0.000150719839182846 -0.00015083988834205
-4.08193084095949e-05 0
5.70940270069368e-05 0
-0.000139374524440555 -7.11641156552518e-05
-0.000138297350342688 -0.000138188257394548
-0.000144552902233991 -9.53632239830644e-06
-1.36619995628798e-05 0
-5.44534431082947e-05 0
-0.000135892462644842 0
0.000133415483910494 0
4.76230568869327e-06 0
-8.80455318715049e-06 0
2.68801451191951e-05 0
9.05911372820402e-05 0
-2.60823706895018e-05 0
5.41857822226008e-05 0
7.08928746252607e-05 0
-9.39459091096799e-06 0
6.55702538223921e-05 0
-7.55491189866226e-05 0
-0.00011039945573845 0
-8.95821341014867e-05 0
-4.88997683161662e-05 0
-0.000114832639016307 0
0.000228541472833248 0.000813917684238288
0.00040441743936931 0.00172879401604147
-0.000368000039921033 -0.00186917521644969
0.000252278598774073 0.000364753668694313
7.95570003336504e-05 0
0.000296512094291623 0.000706002089796998
0.000309423507077648 0.000817706488125114
-0.000132213417930573 0
0.000500691966625833 0.00226316044138522
0.000108550272382363 0
0.000115386146765484 0
3.25776169760667e-05 0
0.000115342671240281 0
0.000242020324238905 0.000195186708893604
-0.000321037511244226 -0.00123641210266109
0.000271460713956293 0.000402380240156036
0.000227743088329517 0
0.000215614374589338 0
-0.000394171966590399 -0.00100103947049241
-0.000330474304878866 -0.00109280017571245
-0.00035906131488619 -0.00101092454216091
0.000162655076503223 8.47658322930849e-05
-3.8219493841663e-05 0
0.000160043639105138 0.000164774340134299
-0.000409479813749263 -0.00158283207109054
0.000157312161512193 0
6.2096552968875e-05 0
0.000262613168704233 0
-0.000362793402456415 -0.00172944967912908
7.27500694053368e-05 0
-4.59452881794996e-05 0
6.21089099235561e-05 0
0.000112155966628401 0
0.000507302928239597 0.00232785555186252
0.000149148053670827 4.59011064042562e-05
6.8796209774765e-05 0
-0.000263648958716221 -0.000669524875147414
4.14830294488792e-05 0
7.85796320204997e-05 0
-0.000314957826658634 -0.00159299139174845
0.000234776181031743 0
0.000151591519236823 0
8.54159811153404e-05 0
0.000245440848440924 0
0.000270244020227987 0
-0.000306936908092294 -0.00157221113542794
0.000114249121337596 0
8.40376412616429e-05 0
0.000294673130264778 0
9.38188881272794e-05 0
0.000351487041556321 0.00201076187570203
0.000242030002032858 0
-0.000600175242697241 -0.00240674444421106
-0.000841857717779127 -0.00349079390600426
-3.02786507081314e-05 0
-0.000909522117670216 -0.00315136937118224
-0.000106111842530659 0
-0.00113856635850729 -0.00474400616287993
0.00172245847182771 0.00583443848020081
-0.000948735784974007 -0.00314712209232936
0.000524630693589981 0.00113897634342447
-0.000757865750903033 -0.00236676631663903
0.000931307189207743 0.00345341576485879
-0.000109732769583237 -6.83838031532587e-05
-0.00132632576353376 -0.00485511116174371
-4.37846631257516e-05 0
-0.000117425174315837 -8.93204551328242e-05
0.000732014958414435 0.00239931839470512
-0.000820524146482972 -0.00350369938117614
-0.000888332823076334 -0.00436555462326241
-0.000100022928957694 0
-0.00228708407425727 -0.00693434865639647
0.000510166084017777 0.00196616892939932
-0.000205019896336037 0
0.00012009412742582 0
-7.2511118388653e-05 0
0.000249892572045401 0.00108310013328405
0.000245842900484311 0.000700693180062865
0.000262747947895793 0.000926691442652373
-0.000225544605216524 -0.00124511766938571
-5.94104492343554e-05 0
5.4705066378892e-05 0
1.63163270609385e-05 0
5.12573177852989e-05 0
6.02096184614642e-05 0
1.32509609565776e-05 0
1.03570029026835e-05 0
-1.49501940008866e-06 0
-5.98444227550821e-06 0
6.54000111961444e-06 0
1.50475835904007e-05 0
-0.000281549094809999 0
-8.30600200138008e-05 0
-0.000115839421365131 0
-2.18507608356039e-05 0
-0.000151680803712385 0
-4.449717840428e-05 0
-4.26241259464249e-05 0
-5.61645891229142e-05 0
-2.37074269503746e-05 0
3.06906750570022e-05 0
-3.4462165358655e-05 0
2.15595171221293e-05 0
0.000308590824125584 0.00111179323322728
0.000282296544625993 0.00106260342478974
0.000502959738081941 0.00182350326613335
0.00025263469404998 0.000658614542541176
0.000250170914449921 0
-0.000869060286500303 -0.00253794021684673
-0.001483692195724 -0.00388767769528994
-0.00126117787028401 -0.00322267365100019
-0.00113905064880131 -0.00366915141887945
0.000583516230715741 0.00344838545815306
0.000213815767058537 0.00283607685176482
-0.000865527571501665 -0.00315718964845376
0.000183667014011485 0.00217862792303011
-0.00115473506847862 -0.00429961723831907
0.000976409163699951 0.00432377265712588
-0.00128095755621408 -0.00407385495020219
-0.00107246508788371 -0.00381730436379255
0.000167901899663256 0.00193461634333841
-0.00102570229979326 -0.00357330747770911
-0.00113072834012143 -0.00329769354140205
0.00017877643017282 0.00207203185526249
-0.000558310055307753 -0.00208538990265537
0.00123241231042184 0.006671133894491
0.000749353849492125 0.00239994772386249
0.000329209269276618 0.00109251314139253
-0.000169225170744627 0
-0.000497481919563741 -0.00187075827242711
-0.000181665512034354 0
0.000778235914144736 0.00197384004797032
0.000276888050970021 0
0.000765560808037456 0.00244043650984531
0.000790392267466904 0.00231098840868908
-0.0003647602331144 -0.000557526955966749
0.000228570117893215 0.000393045581166585
-0.000175461085734323 0
0.000219752008650113 0.000338058190027607
0.000272723020040779 0.000280287456431826
0.000264542617810413 0.000397464205104063
0.000244277760775145 0.000592597028157593
-0.000197907495904632 0
0.00092262850028339 0.00217393394410604
0.000804685161236519 0.00215170716917146
0.00080727986251704 0.00242263721376592
0.000257930375054433 0.000460065068755777
0.000732074172320671 0.00241839725360035
-0.000157891173733186 0
0.000571865842251864 0.001985511758273
-0.000169330119700929 0
0.000198827213279022 0
0.000170454274481877 0
0.000673405049052096 0.00194155232985598
0.000616271757118584 0.00213776544465505
-0.000204968744545946 0
0.00019993524230103 0
0.000637620690664045 0.00271512572890225
0.000686877419959628 0.0027873241625105
0.000246480517745288 0
8.21349986075041e-05 0.00119495243304505
0.000253392525046715 0
0.00752631438877978 0.0109200385754863
0.00152250367042385 0.00360884092566496
0.000568439105354117 0.00121793164624303
0.00161157084471067 0.00388105059001052
0.00166547419033428 0.00389000518857533
0.00162308391512792 0.00408260819151036
0.00597137265573554 0.00696084811507448
4.45731352220603e-05 0
0.000647455167641681 0.0030030473792694
0.000692299645516804 0.00355189936546077
0.000895344271586746 0.00157073300548506
0.000341834984741198 0.00147699470625444
0.00246079985349281 0.0071661921471377
0.000559898160511658 0.00290362856913967
0.000922209153215858 0.00310229141244584
0.00129027434860858 0.00409570950986748
0.00011966899360941 0
0.000158573114618316 0
3.4169216828979e-06 0
3.27215793521592e-06 0
0.000166493402603966 0.000501710042403922
-0.000229062825481722 -5.77532393758254e-06
-2.28005642983203e-05 0
8.00521382391931e-05 0
0.000198528814156769 0
5.27566732957852e-06 0
0.000202362503888864 0.000432309449227769
-0.000795923726462551 -0.00401845308521299
4.61573065043728e-05 0
-8.77052306975244e-06 0
2.62853863738438e-05 0
6.77816252043423e-05 0
-5.45764284522409e-05 0
-0.000170852564896323 -0.000634174876397873
-9.97608195806654e-05 0
-3.9018383253316e-05 0
-0.0001620576180124 -0.000515796513240503
-0.000147029531339055 0
-0.000158879467588624 0
7.73396531416261e-05 0
0.000223561265384684 0.00111432046491681
-0.000395684471276746 -0.00218259856029087
1.60610952931578e-05 0
0.000129263320694543 0
2.10724131253899e-05 0
-1.98309842357089e-05 0
-0.000115557706802758 0
8.27252345073935e-05 0
8.96764925335904e-05 0
1.46859196206781e-05 0
2.87319296577525e-05 0
4.09634506364757e-05 0
-0.000103799488014693 0
2.71688843685501e-05 0
-7.95979615457295e-05 0
4.7483819083504e-05 0
5.62561609609377e-05 0
0.000105295901442869 0
-6.57955128317762e-05 0
0.000520848561709843 0.002310979154929
0.000160696362014893 0.000588899964614894
0.000514684668583961 0.00262027830408903
0.000199667541199492 0.000824072487482645
0.000170098231247077 0
9.88071445808935e-05 0
8.89400462215288e-05 0
8.37855478554855e-05 0
4.10466645310921e-05 0
-2.32753877354212e-05 0
8.10037902096534e-05 0
-3.75462886133542e-05 0
6.86498603177064e-05 0
-3.96021168108999e-05 0
0.000174776072737615 0.000132688002318261
-1.38646040037271e-05 0
0.000273763526927216 0.00127595230113972
-1.05634883566568e-05 0
0.000203036464248962 0.000574726535700262
0.000179975480403506 0.000257875074272098
0.000164507008653844 0
7.02126073123206e-05 0
0.000114457481184061 0
0.000106615180860658 0
0.00033449800811365 0.000597372566758092
0.000323534409107093 0.000579782122673734
-0.000684047400562063 -0.00371756147320145
-9.48588762966531e-05 0
0.000407870590466005 0.00132360198548692
0.000367358040144947 0.00107397802016762
0.000210472788455183 0
-3.50729617646505e-05 0
-0.000263100263093763 -0.000754760378563586
-0.000252075999330951 -0.000467389301961715
-5.71500620062569e-05 0
0.000126910494635214 0
0.00023119458656724 0.00043284941216973
-1.98202908129111e-05 0
0.000693015051353381 0.00313888961443109
-6.42016056537995e-05 0
8.82257135874755e-06 0
1.12681681288092e-05 0
0.000466897243170793 0.00284425584197875
0.000539900910028819 0.0024904724943751
6.833583160034e-05 0
6.3100454005365e-05 0
2.40704978810464e-05 0
0.000369183207354306 0.00143360215406238
1.20378437558284e-05 0
-6.48867195479234e-05 0
-9.18950585933682e-05 0
-2.03226080199794e-06 0
3.5074710630147e-05 0
0.000200786348616923 0.000182373752593979
0.000240823904849377 0.00186002240025083
0.000329434764525618 0.000294401351410397
4.01615048876882e-05 0
0.000134644627826221 0
0.000113780367229934 0
-0.00057992929921368 -0.00394720015947871
0.000157711728381115 0
0.000366194441992216 0.000508771993383005
0.000174242201528448 8.88607742420956e-05
-2.58363857754712e-05 0
0.000151706695322143 0
0.000149136081279929 0
0.00014154820270008 0
0.000147815330686156 0
0.000287052225441409 0.000342686439719821
0.000125252470953829 0
-6.32689341309714e-05 0
0.000262403899032064 0.000425994833016099
0.00030693769365054 0.000484270091660075
0.000359102741442697 0.000969254019614237
0.000113807876622234 0
0.000290749975842839 0.000530428526427501
0.000429986275168586 0.00174146056828409
0.000636705103386993 0.00290967884956778
-9.71481643574978e-05 -0.00073108881955269
-0.000261762599110733 -0.00105454248326422
-0.00018182542976826 -0.000166876830142599
-0.000343397081525684 -0.00113643108417743
-0.000322492504646301 -0.00137341707376725
-0.000278744810544089 -0.000498646072276053
-0.00017340474374805 0
-0.000270826430381309 -0.000331332025061811
-0.000366444929909145 -0.00168494902621614
-0.000272324495111806 0
-0.000244107739012224 -0.000716986362418488
-0.000132342682620014 0
-0.000338421003525522 -0.00176693651742418
3.73959556790709e-05 0
1.03709363876189e-05 0
-5.38313082332414e-06 0
0.00020988671080198 0
8.24637842874365e-05 0
0.000201904962005215 0
0.000321267259757401 0.00050307417032964
0.00030498221060376 0.000489184446722549
0.000341384246503035 0.00050626909003251
0.000226670081068564 0
0.000229626893321298 0
0.000218844201905001 0
0.000192050773201453 0
1.70259719178485e-05 0
2.45211600419143e-05 0
2.42861182619171e-05 0
5.34333996390316e-05 0
6.08491738587889e-05 0
-2.49770311668901e-05 0
0.000183360590932761 0.000125263450559819
5.28005369988507e-05 0
1.08219057761593e-05 0
0.0002696027260021 0.000349341655407393
-5.13164093336778e-05 0
-1.64618910831771e-05 0
0.000105333019919125 0
4.99887376314818e-05 0
-7.5186735917803e-05 0
0.00012121358845287 0
-5.66692722634633e-05 0
-0.000315815124699336 -0.00169855167371232
-0.000149132081351778 0
-0.000158485775333566 -0.000270596337449415
-0.000379474893522435 -0.00120418470357592
-0.000397581348440011 -0.000536533043986857
-0.000416030091554756 -0.00127829537767998
-0.000462359678135792 -0.00130388207295478
5.73350586307282e-05 0
0.000168255929021563 0.000764778236872485
0.000275748416315087 0
0.000293303819131138 1.44827898885321e-05
0.000410822559577068 0.001184715873088
-0.000274416269268022 -0.000791945072324949
-2.3243099914602e-05 0
2.05024195947981e-05 0
-7.27236861704622e-05 0
-4.95507316472487e-05 0
-7.18983120249058e-05 0
7.80532453953106e-05 0
-0.000158815559395655 -0.00041184128289029
4.50495904332495e-05 0
-0.000162575129922277 -0.000535130448278181
-0.000148778142938757 -0.000412140010450158
2.22514948862251e-05 0
-4.24946950945513e-05 0
-0.000452202271092338 -0.00359837930521915
-0.000194925480697867 -0.000415301649098557
-0.000157069877002256 -0.000264090921739224
-0.00016820303126087 -0.000247585440259166
-0.000154262581511546 0
-0.000649581880984162 -0.00303529501955171
-0.000198616727831137 0
-0.000392039497985463 -0.00190888373660969
-0.000305166307453252 -0.00141953059723732
-0.000335671056118706 -0.00238432977033574
-0.000383239157879191 -0.00167032475109319
3.73351072878632e-05 0
-0.00139327586612079 -0.00458659688931065
-5.26119535707462e-05 0
-5.43944794845997e-05 0
-6.40651621434556e-05 0
6.94381923944838e-06 0
0.000216295297055131 0.000326468883998714
0.000283637421411417 0.00151526610892955
-2.48816024786103e-05 0
-5.42590079853665e-05 0
-5.98898180667765e-05 0
2.16120405987534e-05 0
0.000208531251770955 0.00129414330708631
0.00124155907452025 0.00510915279164185
-0.000291486247008674 -0.000671895709948555
0.00130590294081644 0.00468532878358652
-0.000256127409683937 -0.000184126767525961
-0.000321918242075932 -0.000782499628022261
-0.000182835286277098 0
-0.000386043670360003 -0.0017961758729352
-0.000227208520531964 -4.84196730661675e-05
-0.000237910008654326 -0.000185502469738494
1.21996232985091e-05 0
1.30067975015345e-05 0
-0.000197958340921296 0
3.1952453219452e-05 0
0.000146840872252869 0
2.24786783753967e-05 0
-5.69685440108821e-05 0
4.5903297774556e-05 0
2.84831870246594e-05 0
2.64605395943274e-05 0
9.17409863775716e-05 0
2.54346961858797e-05 0
7.46020544929214e-05 0
2.98654137886561e-05 0
1.14923917130732e-05 0
4.48310058045853e-05 0
8.08700246098966e-05 0
6.83480798292948e-05 0
4.86584755846391e-05 0
0.00037063296460384 0.00194087161556672
-0.000118314253784025 0
8.8185968583503e-05 0
0.000258722548429845 0.00114063105801431
-9.73006574392203e-05 -0.000235815456326829
2.39212762233607e-05 0
3.53909563001978e-05 0
0.000137110498581882 0.000181576258932686
-0.00037353102146723 -0.00194852404404764
0.000123751140824079 0
-0.000317131847382005 -0.00160736486987414
-0.000362340242171637 -0.00207746803982685
0.0016709453669525 0.00516139692350068
0.000309601866946461 0.000925762997123362
-0.000586734777241846 -0.00242201958065297
0.000225333007814011 0.00159865707309513
0.000224604304901063 0
5.00981769245469e-05 0
-0.000255723588329618 0
-0.00108591707664879 -0.00330947175302411
-0.000799491978817667 -0.00179066569109152
-0.0017145743809189 -0.00509788658762209
0.000141577903831072 0
0.00143605374705628 0.00559840508110467
-0.00040128412331131 -0.00315433614868337
-3.9397945348695e-05 0
-0.00100224733371702 -0.00248807888982919
-0.0118389813995322 -0.0151452902886727
-0.00763437794878504 -0.01062139449729
-0.00938691337888065 -0.0114547902277943
-0.00942268789087468 -0.0109989292556305
-0.00984400994251554 -0.0116233077187893
-0.0236285787769961 -0.0334459594687336
0.0189892679837224 0.0262677026743007
-0.00038731780134202 -0.00162846631804359
0.0159340903640665 0.0216174716782699
0.0196544453923067 0.026595530134939
-0.0172570835795367 -0.0211516032907549
-0.0325463038222101 -0.0467113351232741
-0.000254089029240287 -0.00195580209379561
-7.07562950142424e-05 0
-0.000105126751500644 0
0.00296630794969946 0.00472528896742992
0.00449370620194021 0.00552811813510918
0.0348187562694586 0.0480864236258983
0.03481919527387 0.0480267179111554
-0.00626181774183091 -0.010237154045817
-0.0146835702323646 -0.0186627465621749
-0.000154356772266781 0
-0.000264081682121639 -0.000479304688414011
-0.000118520814058062 0
-0.000287590332839081 -0.000627436693149522
9.21548467843607e-06 0
-0.000299936051131735 -0.00104761892747999
0.00322330541448035 0.00713804119184
-3.18299167695945e-05 0
1.04945688657749e-05 0
5.98175374336179e-06 0
-0.000160546534573968 0
1.83845906875082e-05 0
-2.05988867177397e-05 0
-0.000221047672698999 0
-0.000404935097835916 -0.00164246821289672
-9.70963101936312e-05 0
-0.000183316449031954 0
-0.000156980479812663 0
-0.000155016586415729 0
-0.000504066985535394 -0.0028073131425133
0.000246804448677686 0.00250198413631565
0.000104048356972992 0
-0.000914243927390823 -0.00141169657121929
-0.000220740196097457 0
-0.00130796930353486 -0.00263703388666891
-0.000182519063698855 0
-0.00129205408721452 -0.00317238421269311
-0.000195581880187914 0
-0.000209656185361315 0
0.00027122846869417 0
-0.000422641063586771 -0.00127904141064342
0.000285516710183976 7.30947808434658e-05
0.000281854039049925 6.43112962933546e-05
-0.000885999372772619 -0.00323675034593633
3.23393967659128e-06 0
-0.00025584169227513 -0.00213600909388991
-0.000490429857603576 -0.00288764953164873
6.82634776749024e-05 9.15605563929486e-05
8.9772893282588e-05 0.000524742474088015
-8.74675884507062e-05 0
-1.39961534780303e-05 0
7.46648589513287e-05 0
-2.09836203248478e-05 0
0.000147108780678298 7.0350507943511e-05
-5.75644991633166e-06 0
-3.1956314320662e-05 0
-5.87429220986717e-05 0
-8.02539307930755e-07 0
-0.000855350795816768 -0.00297277161916596
1.31120783965663e-05 0
0.000509020273085588 0.00101726081541754
-0.000128576373879648 0
0.000322662584414293 0.000419998180003231
0.00018125400358897 0
0.000613644729032874 0.00303264122954381
0.000518226216006583 0.00174008874926643
0.000217402434407153 0.000441463636213541
0.000241557455640477 0
-3.70281912313945e-06 0
4.47120398947101e-05 0
-0.000155176306854314 0
4.57086527772147e-05 0
0.000374025010797368 0.00217263981426602
0.00029604953958258 0.000536295300798011
0.000120842708634052 0.000278123844679771
7.36122436982845e-05 0
0.000259242015643461 0.000286025191590688
0.000254224159148991 0.000138116458833505
0.000135934152850442 0.000415946378524545
0.000283173635922766 0.000490261137315191
7.34462290512652e-05 0
0.000367355038896534 0.000651400410127451
5.39586482026386e-05 0
-0.000143606922017888 -0.000963092586834609
-1.47584677731289e-05 0
0.000236032214005885 0.000309040577784402
-0.00059746240994738 -0.00253478941431387
-0.000195386864498885 -0.00156378363682802
-0.000111015587102547 -4.20997951234364e-05
3.25493959792795e-05 0
-1.7374241650886e-05 0
-0.000187626906596102 0
3.40021270547873e-08 0
-6.30165245734661e-06 0
3.17516189737604e-05 0
3.41318288683748e-05 0
1.79564587216993e-06 0
5.33370742414191e-06 0
-0.000180297067586718 -0.000177030161350278
-3.80305466654052e-05 0
-1.27294140787224e-05 0
-3.4632952344042e-05 0
0.000181774086048441 0.000237239960462438
0.000116256044957615 8.21465011782072e-06
-5.14747609085665e-05 0
0.000169339372623087 0.000651892214632091
4.96744047562519e-05 0
1.36699868963171e-05 0
0.000417355782993988 0.00105576150198941
5.12379423811016e-05 0
0.0001641138759676 0.000141527661445771
3.91924641703618e-05 0
0.000772116756451496 0.00377322899980949
7.92678973360617e-05 0
7.38212402486872e-05 0
-2.60808281456059e-06 0
0.00032510404865502 0.000506705651833375
0.000484696144946883 0.00196315108276691
-5.11876607748871e-05 0
0.000306120465813686 0.000135115287390404
0.000101185773440508 0
0.000178258895790214 0
-0.000183234998920278 -3.09980010999931e-05
-0.000179407442634226 0
0.000169773524185617 0.000213495080530849
0.000142614584115064 9.96647514000304e-05
-7.8413392622523e-05 0
2.9198886578018e-06 0
-0.000271368890208 -0.00119277643969681
5.08743899922635e-05 0
0.000349262414840526 0.00217517390661072
0.000130038445895823 0
1.44371801266622e-06 0
0.000485785709159368 0.00234763241055202
-6.73866515265087e-05 0
0.000961846098332565 0.00361141473931375
0.000855141167196134 0.00334725756201581
0.000239154454718581 0
7.85842351359953e-05 0
-7.6263361533796e-05 0
8.82048211790298e-05 0
-1.29984327250148e-05 0
0.000225206262640626 0
-5.15220513838365e-05 0
-9.97534994975018e-05 0
-9.16029435475389e-05 0
-0.000135251212786588 0
-0.000145521558063635 -0.000191712676318188
8.71487959785511e-05 0
6.43396765231286e-05 0
6.82374740557284e-05 0
-0.000115610473938538 0
-3.11090261406553e-05 0
3.34149038570091e-05 0
-0.000166044219077453 -0.000706421343161797
4.98126720128194e-05 0
-0.000138388527710696 0
-9.1195591791183e-05 0
0.000206029804161957 0.00142140914303993
0.000329814319162287 0.00185318226066639
0.000187866837203588 0.000890960774486321
0.000106734307885608 0
-0.000307913720789077 -0.000196687648833695
0.000156363136643064 0.0002464885328694
2.47778662862473e-05 0
0.000173048428144241 0.000259393345889737
-0.00269291124678555 -0.00573346480476825
-0.00130139651435355 -0.00359637408915714
-3.95612320202794e-05 0
-0.00042433671143152 -3.61800359117324e-05
-0.00130242611707247 -0.00293054384021842
-0.000544532525281805 -0.000269034536350317
-0.00113561877297334 -0.00254896054395101
-0.000872493221937858 -0.000966309424478958
-0.000910683705624057 -0.00234590786572165
-0.00076052681670956 -0.00110720415906418
-1.87819231720671e-05 0
-0.000597611719124081 -0.00275424763708263
-0.000252521984076969 0
0.000111146871571256 0
-0.000177165950160837 0
-0.00092935381914322 -0.00353036836638903
-0.000433662457367006 -0.00151461671398814
0.000159825499197456 0.000590164742004485
-0.000462832526549789 -0.00354613164676286
-0.00070667321324068 -0.00295984731140307
0.00960327374201269 0.0132418088445812
-0.000372341711682018 -0.00164306672796277
0.00134761724652887 0.00649538258738377
-0.000531601289139425 -0.00206430382688374
-0.000597294185775892 -0.00358107780470856
0.000163194211838101 0.000822819866333214
-0.000102369417019254 0
-0.000128059304899759 0
-0.000325504310590676 -0.00117498351574508
-6.14285056371274e-05 0
2.30833696787406e-05 0
0.000664133574539703 0.00282631368403906
0.000283293293805466 0
-4.5680471430723e-05 0
-0.00109296064396994 -0.00344406303717422
0.000101509512684617 0
9.76490209888713e-05 0
0.000487416856963177 0
0.00142254367323689 0.0028552792917666
0.00152329838816646 0.00289967595938191
0.000107867542366919 0
0.00311633945514676 0.00550136482560245
0.000530019005490746 0.00444883984669998
-6.61963790496028e-05 0
0.00137658238565344 0.00275798857824882
7.7861036902465e-05 0
-0.0100826259409824 -0.0153047363952331
7.75569936446299e-05 0
8.60763931820274e-05 0
-0.000287390136990705 -0.000670819200638194
0.00227919083984508 0.00652582047784704
-0.00997628938459191 -0.0113252759169942
-0.00946865159049816 -0.0119616555337728
-0.0100955422360187 -0.0120043383264577
-0.0102166813879027 -0.0121088648048914
-0.00249017460959589 -0.00781156371684245
-0.01089791494578 -0.0124742124611222
-4.09659990740115e-05 0
-0.0013631591556155 -0.00273125308631819
-0.00125053314289171 -0.0028230015803907
0.000148559570816829 0
-0.000393861236039639 -0.000428690369032639
4.30365187891143e-05 0
-0.000195208680807934 0
-8.92056883021724e-05 0
-0.000132843016842652 -0.000338623611513709
-0.00199835371709014 -0.00460952291598493
-0.000192984610887392 -0.000667580004533472
8.67961200183112e-06 0
1.2954262139424e-05 0
2.59611041618849e-05 0
8.10302590473901e-05 0
-0.000129070153126925 0
-0.000115520376893689 0
-5.08851813672177e-05 0
-2.66326601702145e-05 0
-4.01434664039051e-05 0
-0.000179992836593988 -0.000610243096147176
3.82621517356872e-05 0
-6.68090882710151e-05 0
-0.000194424422208389 -0.000145768552313441
-0.000297875046407636 -0.0017602325485342
-4.56096482416577e-05 0
9.03214282509429e-05 0
-0.000119236850049142 0
-1.83534767029617e-05 0
-4.06396104772038e-05 0
-5.47852151452874e-05 0
-0.000109022213326997 0
-4.34191097649174e-05 0
0.000116782343474567 0
-0.000141750518227474 0
-0.000332680369039578 -0.00132598623955188
-9.13594237072275e-05 0
-0.00014190989026305 0
-0.000121005887242919 0
-0.00013623194637447 0
